Moisture,pH,EC,N,P,K,Soil_Type,N_Class,P_Class,K_Class,Soil_Temperature
57.59,6.05,2.41,47.02,39.93,80.42,Clay,Medium,Medium,High,29.09
50.04,5.59,1.61,62.99,16.81,29.63,Clay,Medium,Low,Low,23.99
53.02,6.88,2.37,51.42,69.35,55.45,Silty,Medium,High,Medium,25.99
61.12,6.59,1.66,27.03,33.75,26.75,Peaty,Low,Medium,Low,26.12
54.36,6.18,1.64,24.95,41.93,15.38,Clay,Low,Medium,Low,25.27
17.38,7.59,1.34,41.29,34.62,29.29,Sandy,Medium,Medium,Low,37.45
23.27,7.27,1.44,54.11,13.21,57.48,Sandy,Medium,Low,Medium,33.73
39.88,7.33,1.43,40.84,12.13,31.4,Loamy,Medium,Low,Low,29.6
24.0,6.27,1.91,27.4,64.21,89.82,Sandy,Low,High,High,29.48
52.1,6.3,2.64,88.83,65.42,82.18,Peaty,High,High,High,29.61
33.11,5.54,2.05,35.77,66.69,84.45,Loamy,Low,High,High,30.06
48.14,5.07,1.73,23.57,17.2,89.8,Clay,Low,Low,High,30.71
63.64,5.82,2.44,84.73,56.78,55.57,Clay,High,High,Medium,30.74
43.93,7.36,1.97,96.25,42.41,27.63,Peaty,High,Medium,Low,20.33
30.86,7.38,2.04,90.37,14.38,74.93,Clay,High,Low,High,29.29
20.99,5.73,1.97,78.6,40.33,77.65,Sandy,High,Medium,High,36.88
66.21,7.48,1.8,41.75,27.26,20.57,Peaty,Medium,Medium,Low,29.1
10.57,7.78,0.97,49.46,17.15,19.53,Sandy,Medium,Low,Low,31.78
65.92,5.03,2.09,84.03,30.69,22.06,Peaty,High,Medium,Low,29.29
36.64,6.8,1.6,44.46,47.07,38.35,Clay,Medium,Medium,Medium,28.18
47.0,5.73,2.08,93.2,49.34,20.12,Silty,High,Medium,Low,31.85
27.79,5.79,1.76,43.28,10.4,79.14,Sandy,Medium,Low,High,34.86
37.59,7.41,2.01,24.43,61.81,56.93,Clay,Low,High,Medium,25.81
30.06,5.12,1.63,22.13,54.58,32.97,Loamy,Low,High,Low,32.86
16.15,6.45,1.65,63.15,19.84,57.83,Sandy,Medium,Low,Medium,32.48
38.93,5.79,1.45,21.14,26.65,48.11,Silty,Low,Medium,Medium,32.08
57.75,6.24,1.62,43.56,34.0,21.81,Clay,Medium,Medium,Low,24.5
31.82,6.91,1.82,71.31,65.99,26.19,Loamy,High,High,Low,30.38
12.7,5.17,1.45,49.32,54.5,29.93,Sandy,Medium,High,Low,26.69
31.16,6.42,1.38,39.0,29.67,15.92,Loamy,Low,Medium,Low,24.89
52.19,6.1,1.82,24.87,45.03,27.66,Peaty,Low,Medium,Low,20.12
22.73,5.61,2.0,45.7,49.78,62.5,Loamy,Medium,Medium,Medium,24.06
56.55,7.21,2.13,58.42,15.64,86.27,Clay,Medium,Low,High,23.04
44.37,5.92,2.04,31.47,59.44,79.59,Loamy,Low,High,High,31.58
42.05,5.28,2.23,60.5,36.63,77.35,Clay,Medium,Medium,High,26.22
49.32,7.5,2.69,92.96,63.2,51.92,Silty,High,High,Medium,26.34
42.55,6.55,1.83,70.18,24.53,25.55,Clay,High,Low,Low,23.7
69.83,7.52,2.85,94.92,50.99,61.47,Peaty,High,High,Medium,26.86
45.38,5.3,1.65,57.94,41.16,28.66,Peaty,Medium,Medium,Low,25.99
56.05,5.62,2.16,41.01,42.32,85.54,Clay,Medium,Medium,High,31.61
39.07,6.64,1.93,60.62,26.16,62.23,Silty,Medium,Medium,Medium,27.98
56.17,5.38,1.67,33.74,18.29,22.65,Clay,Low,Low,Low,25.77
27.11,6.34,1.8,62.61,55.71,44.8,Loamy,Medium,High,Medium,26.29
30.95,7.15,1.99,71.23,39.78,55.01,Clay,High,Medium,Medium,23.86
63.65,7.7,2.41,40.7,38.65,80.8,Peaty,Medium,Medium,High,24.16
55.83,6.4,2.56,84.09,30.43,80.72,Clay,High,Medium,High,26.83
26.14,6.56,1.86,60.89,41.55,66.3,Loamy,Medium,Medium,High,24.89
72.34,7.35,2.42,75.83,56.7,27.07,Peaty,High,High,Low,21.29
60.6,5.9,2.69,77.58,68.19,87.87,Peaty,High,High,High,29.3
26.68,5.14,1.78,83.65,11.32,45.01,Sandy,High,Low,Medium,29.69
54.33,6.56,2.14,82.06,26.21,35.18,Peaty,High,Medium,Medium,28.49
30.3,5.54,2.01,82.18,58.37,44.58,Silty,High,High,Medium,30.32
58.94,6.19,1.85,46.52,15.95,39.38,Clay,Medium,Low,Medium,26.8
58.75,5.63,1.89,46.95,44.29,31.94,Clay,Medium,Medium,Low,24.97
39.38,5.88,1.69,22.16,53.65,31.97,Silty,Low,High,Low,24.33
31.59,6.87,1.36,34.67,25.06,49.57,Silty,Low,Medium,Medium,33.02
26.78,6.15,2.02,20.51,61.22,86.45,Sandy,Low,High,High,29.68
35.96,7.74,2.12,97.26,45.22,45.49,Clay,High,Medium,Medium,23.14
73.88,5.33,2.85,93.54,50.19,72.56,Peaty,High,High,High,25.95
32.35,7.38,1.9,58.21,30.15,71.87,Clay,Medium,Medium,High,27.37
72.78,6.74,2.58,73.83,61.14,39.55,Peaty,High,High,Medium,26.68
72.08,5.68,2.71,94.16,53.6,41.3,Peaty,High,High,Medium,28.21
54.27,5.34,2.11,57.3,44.7,51.94,Clay,Medium,Medium,Medium,30.33
20.19,7.31,1.69,57.3,51.86,24.88,Loamy,Medium,High,Low,23.18
54.29,6.23,2.42,84.52,26.03,65.51,Silty,High,Medium,High,25.7
36.51,6.87,2.32,92.74,47.21,44.49,Clay,High,Medium,Medium,23.39
51.52,7.7,2.08,58.43,44.62,43.3,Clay,Medium,Medium,Medium,30.79
33.75,7.89,1.57,43.99,42.63,18.53,Silty,Medium,Medium,Low,24.88
18.62,7.17,1.87,48.1,42.95,61.73,Sandy,Medium,Medium,Medium,25.43
37.06,7.65,1.78,42.55,49.47,57.13,Loamy,Medium,Medium,Medium,31.35
53.89,5.41,2.19,41.81,39.07,72.66,Clay,Medium,Medium,High,31.26
73.52,7.22,2.56,80.48,44.49,63.11,Peaty,High,Medium,Medium,22.19
64.22,7.56,1.48,26.53,23.12,20.83,Clay,Low,Low,Low,28.11
25.53,6.8,2.3,63.35,59.72,86.76,Loamy,Medium,High,High,24.77
66.4,5.89,2.22,86.59,28.69,37.11,Peaty,High,Medium,Medium,25.43
38.74,6.01,1.41,38.31,23.17,31.33,Silty,Low,Low,Low,24.67
40.33,7.41,2.0,51.48,23.22,76.44,Silty,Medium,Low,High,28.36
40.82,6.75,1.59,24.54,61.17,35.85,Clay,Low,High,Medium,27.36
19.45,5.81,1.96,70.26,19.68,67.19,Loamy,High,Low,High,31.07
51.06,6.27,2.62,85.58,54.28,66.93,Silty,High,High,High,24.44
63.12,7.43,2.32,67.7,32.34,56.08,Peaty,Medium,Medium,Medium,24.01
59.98,7.85,1.96,25.53,56.42,39.31,Peaty,Low,High,Medium,25.33
64.28,6.39,2.34,34.97,50.59,70.56,Peaty,Low,High,High,23.24
27.68,6.54,1.82,27.79,43.79,61.65,Silty,Low,Medium,Medium,27.68
20.49,7.57,2.12,76.02,51.73,81.67,Sandy,High,High,High,31.36
53.44,5.3,2.36,65.83,26.69,87.62,Clay,Medium,Medium,High,27.08
8.88,6.47,1.37,23.98,21.81,78.28,Sandy,Low,Low,High,35.3
34.48,7.68,2.41,58.49,49.05,85.29,Silty,Medium,Medium,High,31.87
44.57,5.59,2.26,63.44,56.83,45.48,Peaty,Medium,High,Medium,22.5
21.45,5.5,1.78,32.16,53.02,54.72,Loamy,Low,High,Medium,24.54
44.08,6.75,1.8,73.94,36.68,28.74,Loamy,High,Medium,Low,31.47
24.08,6.49,1.22,34.21,47.55,20.73,Sandy,Low,Medium,Low,33.43
16.85,7.12,1.63,89.99,21.37,15.75,Sandy,High,Low,Low,34.33
19.71,6.04,1.2,29.06,27.86,46.01,Sandy,Low,Medium,Medium,28.93
39.15,6.99,1.81,70.0,31.25,18.76,Clay,High,Medium,Low,30.55
25.4,6.61,1.84,86.29,67.14,20.87,Sandy,High,High,Low,30.24
32.18,7.58,1.98,69.71,15.38,55.76,Loamy,Medium,Low,Medium,29.8
10.86,6.36,1.87,60.72,42.68,66.45,Sandy,Medium,Medium,High,35.36
47.01,6.49,2.01,29.76,38.96,68.53,Clay,Low,Medium,High,26.52
17.47,6.79,2.12,58.44,68.9,64.29,Sandy,Medium,High,Medium,31.17
64.3,7.97,2.04,35.81,30.19,64.32,Clay,Low,Medium,Medium,28.49
17.71,6.47,1.99,97.26,65.66,28.09,Sandy,High,High,Low,25.92
20.01,5.67,1.81,77.0,29.9,61.86,Sandy,High,Medium,Medium,34.09
66.22,7.86,1.91,32.73,39.44,18.49,Peaty,Low,Medium,Low,23.2
40.54,5.7,1.87,69.72,39.95,17.19,Loamy,Medium,Medium,Low,23.09
57.44,6.16,1.79,36.81,23.23,51.23,Clay,Low,Low,Medium,31.64
40.98,5.84,1.98,37.52,49.84,54.46,Silty,Low,Medium,Medium,25.89
39.82,7.33,2.17,50.56,47.49,63.68,Clay,Medium,Medium,Medium,29.19
24.91,6.22,2.29,99.09,24.31,85.39,Loamy,High,Low,High,32.12
35.05,6.9,1.87,82.26,30.71,24.48,Loamy,High,Medium,Low,30.79
63.04,5.16,2.0,74.78,23.99,48.7,Peaty,High,Low,Medium,29.9
40.49,6.12,2.16,97.18,20.88,39.97,Peaty,High,Low,Medium,22.43
40.78,7.93,1.77,35.01,48.9,54.96,Silty,Low,Medium,Medium,31.88
12.39,5.93,1.79,60.28,51.01,42.07,Sandy,Medium,High,Medium,26.51
64.25,6.9,1.92,48.7,21.2,55.82,Clay,Medium,Low,Medium,25.42
17.23,5.47,1.66,64.48,47.65,21.34,Sandy,Medium,Medium,Low,27.15
64.26,6.55,1.87,25.53,18.83,63.23,Peaty,Low,Low,Medium,24.13
30.84,5.62,1.97,82.56,33.73,43.59,Clay,High,Medium,Medium,27.71
15.9,6.99,2.09,92.67,42.32,37.43,Sandy,High,Medium,Medium,27.05
36.3,6.43,1.93,73.04,16.22,44.09,Clay,High,Low,Medium,23.8
53.38,5.99,2.44,95.88,21.94,54.86,Silty,High,Low,Medium,26.48
41.26,6.21,1.62,38.55,33.76,21.58,Silty,Low,Medium,Low,27.5
27.06,6.62,2.16,60.47,68.26,65.92,Sandy,Medium,High,High,31.23
74.96,5.77,2.14,61.26,17.95,53.42,Peaty,Medium,Low,Medium,23.86
62.3,7.49,2.49,83.96,22.82,81.47,Clay,High,Low,High,23.88
27.9,6.12,2.02,51.81,34.78,87.49,Loamy,Medium,Medium,High,23.2
58.46,7.45,1.56,58.36,12.2,20.78,Peaty,Medium,Low,Low,29.12
61.76,7.84,1.77,27.34,50.42,28.84,Clay,Low,High,Low,23.46
26.51,7.66,1.65,37.63,47.07,53.45,Sandy,Low,Medium,Medium,35.11
60.68,6.32,2.24,69.02,19.48,55.6,Peaty,Medium,Low,Medium,28.02
15.25,6.59,2.3,93.86,55.93,85.39,Sandy,High,High,High,36.01
48.84,6.7,1.48,55.08,16.04,21.28,Clay,Medium,Low,Low,25.02
12.5,5.39,2.15,91.87,57.92,49.97,Sandy,High,High,Medium,36.38
18.88,6.77,1.34,38.84,20.07,55.52,Sandy,Low,Low,Medium,31.92
47.31,6.41,2.45,90.98,45.44,78.31,Silty,High,Medium,High,31.18
17.49,6.0,1.21,28.84,33.04,21.13,Sandy,Low,Medium,Low,27.24
49.99,5.58,2.47,82.95,57.65,48.58,Clay,High,High,Medium,27.64
33.62,7.58,2.48,76.74,61.64,65.81,Silty,High,High,High,26.8
55.79,6.54,2.24,30.38,56.01,59.76,Peaty,Low,High,Medium,27.82
9.05,5.52,1.5,42.19,39.14,71.21,Sandy,Medium,Medium,High,33.98
26.98,6.21,2.28,90.8,46.03,84.17,Sandy,High,Medium,High,33.48
29.67,5.05,2.59,93.26,51.68,81.04,Loamy,High,High,High,27.33
25.65,6.33,2.39,66.4,48.55,84.97,Loamy,Medium,Medium,High,30.98
42.79,6.66,2.17,70.14,33.0,86.49,Clay,High,Medium,High,29.45
15.94,6.89,1.77,59.13,41.46,70.27,Sandy,Medium,Medium,High,28.36
71.34,5.83,1.74,51.82,24.85,24.98,Peaty,Medium,Low,Low,22.86
44.87,6.89,1.95,81.01,47.88,38.18,Silty,High,Medium,Medium,32.94
21.78,7.8,2.18,77.33,62.12,80.92,Sandy,High,High,High,25.06
26.28,5.31,1.46,27.26,17.1,59.55,Sandy,Low,Low,Medium,37.65
49.73,6.92,1.41,45.56,21.35,17.65,Peaty,Medium,Low,Low,27.94
35.88,6.35,2.16,56.14,63.61,79.44,Clay,Medium,High,High,23.66
11.69,7.21,2.06,73.12,32.25,86.39,Sandy,High,Medium,High,31.62
35.12,5.65,2.19,88.19,12.89,64.71,Clay,High,Low,Medium,27.24
68.4,7.43,2.56,73.1,48.92,44.05,Peaty,High,Medium,Medium,23.67
70.66,7.69,2.51,74.06,65.44,27.23,Peaty,High,High,Low,21.37
12.76,6.39,1.76,59.83,48.82,27.77,Sandy,Medium,Medium,Low,29.75
47.99,7.22,2.27,71.14,45.74,72.67,Peaty,High,Medium,High,27.84
20.62,7.88,2.19,96.3,34.36,67.09,Sandy,High,Medium,High,34.07
53.54,7.79,1.93,63.38,48.39,24.84,Peaty,Medium,Medium,Low,21.17
53.48,6.99,1.96,57.83,45.87,45.01,Silty,Medium,Medium,Medium,25.27
34.08,5.72,1.64,35.02,34.17,26.84,Loamy,Low,Medium,Low,27.25
71.73,5.96,2.13,86.22,23.58,43.49,Peaty,High,Low,Medium,27.45
27.77,7.39,1.82,41.38,62.4,49.73,Loamy,Medium,High,Medium,27.59
